episodes,raw_rewards,shaped_rewards,rolling_avg,ep_lengths,td_losses,mean_qs,epsilons,variant
155,-162.9741580763581,-164.77415807635808,-278.8000613832251,57,79.4722832569309,-66.9203912054977,0.2856412046972388,dqn_per
156,-554.8589317452038,-560.0589317452034,-281.28062801656733,125,51.3715543422019,-48.54488372684356,0.2833560750596609,dqn_per
157,-467.39614631737766,-471.80614631737797,-280.2173257283567,93,75.85146612010138,-49.147163887976895,0.2810892264591836,dqn_per
158,-496.7383256211726,-500.34832562117225,-282.93440876958135,92,43.91661027282538,-54.626782732678066,0.27884051264751014,dqn_per
159,-54.516531585594535,-56.82653158559455,-283.2678412393079,66,49.97452864555054,-64.77191608867504,0.27660978854633006,dqn_per
160,-246.04903555571136,-247.9190355557114,-282.46671088323944,62,53.52819884183098,-62.97849902816009,0.2743969102379594,dqn_per
161,-420.15770339966,-423.44770339966,-284.32148280595555,91,65.12380509271661,-55.81407961910156,0.27220173495605576,dqn_per
162,-207.92076426714044,-209.9807642671404,-284.32336926317555,58,55.95016023609953,-69.31111151315602,0.27002412107640733,dqn_per
163,-530.8819011523678,-534.0719011523677,-289.0340289011555,92,55.50266647585315,-60.58337417744447,0.2678639281077961,dqn_per
164,-171.99541033671804,-174.355410336718,-287.4824784136619,61,52.47483094558935,-58.056888814843646,0.2657210166829337,dqn_per
165,-460.46878558621324,-463.1387855862131,-291.9975055840362,69,59.35864151333085,-63.52835858693296,0.2635952485494702,dqn_per
166,-201.54266613342176,-203.9726661334217,-292.9531244049447,63,49.51220863051385,-73.27329605069175,0.2614864865610744,dqn_per
167,-256.7804053091516,-259.2504053091516,-295.10971478546065,62,50.002749871324866,-72.29025429614158,0.25939459466858583,dqn_per
168,-96.90392401627417,-103.19392401627401,-293.6401881514624,130,43.822584186950486,-57.33973322017253,0.2573194379112371,dqn_per
169,-398.2797976909078,-402.399797690908,-296.05622829895304,92,48.23134484677279,-63.6304340212887,0.25526088240794725,dqn_per
170,-325.3424299720263,-330.41242997202676,-295.3155196869789,117,46.83866143111722,-61.78082991053948,0.2532187953486837,dqn_per
171,-134.84124616870423,-137.96124616870418,-294.6405941625047,69,43.89443017796963,-66.91639473971455,0.25119304498589423,dqn_per
172,-465.32087810980045,-469.0808781098006,-296.04736520391924,80,53.558807751691646,-57.26940648610265,0.24918350062600708,dqn_per
173,-85.90457743469072,-90.20457743469065,-294.12310877805123,92,38.17257095100279,-58.46729590626921,0.24719003262099903,dqn_per
174,-538.6880739504527,-542.0580739504528,-294.9530873033193,71,49.919364113843514,-61.78616525685363,0.24521251236003103,dqn_per
175,-517.0010629531675,-522.8110629531675,-296.5496731487407,121,36.91951474387578,-30.823648986511113,0.24325081226115078,dqn_per
176,-344.9023103796401,-350.3523103796402,-298.05738821095497,115,44.344764584169596,-54.37820623481492,0.24130480576306157,dqn_per
177,-447.6263572181448,-453.1763572181451,-299.6882552865308,114,50.29730449138916,-30.78925590995537,0.23937436731695708,dqn_per
178,-283.82230177170413,-286.7523017717041,-301.3841734461702,61,36.84408874495956,-66.71355680767878,0.2374593723784214,dqn_per
179,-61.283695847802214,-65.1336958478022,-300.4490348156675,83,53.52845158906024,-56.7626371346102,0.23555969739939403,dqn_per
180,-213.53475841260416,-217.7147584126041,-300.3671853852408,101,43.5364201641484,-62.1954585034124,0.23367521982019887,dqn_per
181,-339.2756378495285,-342.7656378495286,-302.34849864685,74,36.472741169912965,-64.88489322260132,0.23180581806163728,dqn_per
182,-118.48000896733578,-123.04000896733575,-301.65766434317726,93,45.367840452664254,-57.200310598536404,0.22995137151714418,dqn_per
183,-192.82107077708108,-197.85107077708133,-299.11428689935076,103,39.43710821741447,-46.195493360598526,0.228111760545007,dqn_per
184,-31.66599090727908,-36.29599090727905,-296.6584064604053,101,39.95149312435772,-56.94491163750714,0.22628686646064694,dqn_per
185,-289.00690962213923,-294.59690962213915,-298.6180178976312,113,33.606989751266354,-52.90436611163988,0.22447657152896178,dqn_per
186,-117.41744610972425,-124.23744610972423,-297.27907362047574,146,38.55127055356976,-57.56370700433113,0.2226807589567301,dqn_per
